Student_ID,Age,Gender,Education_Level,Stream,Specialization,Attendance_Percentage,CGPA,Semester_Marks_Percent,Internal_Marks,Practical_Marks,Project_Score,Lab_Score,Assignment_Score,Competition_Participation_Count,Olympiad_Participation,Hackathons_Count,Internships_Count,Research_Experience,Volunteer_Activities,Club_Activities,Leadership,Communication,Confidence,Creativity,Problem_Solving,Critical_Thinking,Adaptability,Teamwork,Decision_Making,Time_Management,Curiosity,Analytical_Thinking,Stress_Management,Self_Learning,Persistence,Interests,Skills,Certifications,Recommended_Career
STU100050,19,Female,Diploma,Diploma Business,Business Administration,84.8,8.51,,72.9,65,68.7,75.3,78.4,2,No,0,,No,No,No,5,7,6,7,4,5,5,7,7,6,5,6,6,5,7,Startups|Real Estate|Entrepreneurship,Market Research:Intermediate|Budgeting:Intermediate|SEM:Intermediate|Vendor Management:Intermediate|Email Marketing:Advanced|Ethical Reasoning:Advanced|Stress Management:Intermediate|Innovation Mindset:Advanced,NPTEL - Business Analytics|Zoho Finance Certification,Entrepreneur
STU100051,20,Male,Undergraduate,BSc,Biotechnology,77.8,8.25,78.5,71.1,81.7,,92.4,89.5,6,No,0,0,No,No,Yes,8,6,8,8,7,4,7,8,8,9,6,8,9,5,8,Biology|Oceanography|Environment|Geology|Physics|Meteorology|Wildlife|Scientific Writing,Seismology Basics:Advanced|Field Research:Advanced|Statistical Analysis:Expert|Time Management:Advanced|Persuasion:Advanced|Conflict Resolution:Advanced|Active Listening:Intermediate|Problem Solving:Intermediate,NPTEL - Environmental Science,Statistician
STU100052,19,Male,Undergraduate,BPharm,Pharmacy,93.9,8.55,93,81.7,100,82.3,100,79.1,2,Yes,0,2,No,Yes,No,,,,,,,,,,,,,,,,Fitness and Wellness,Nursing Procedures:Expert|Biostatistics:Expert|Ayurvedic Treatment Knowledge:Expert|Dental Procedures:Expert|Scientific Writing:Expert|Self Learning:Intermediate|Creativity:Advanced,WHO Certificate in Public Health Basics|Coursera - Nutrition and Lifestyle in Pregnancy|Certified Medical Coder (CPC)|NPTEL - Biomedical Instrumentation|Certified Nursing Assistant (CNA)|Advanced Cardiac Life Support (ACLS),Fitness Trainer
STU100053,20,Female,Diploma,Diploma Engineering,Civil Engineering,84.7,6.63,59.7,66.6,70,58.1,77.4,70.8,1,Yes,0,,No,Yes,Yes,2,6,4,4,6,5,6,6,6,3,7,5,5,5,3,Aeronautics|Electronics|Renewable Energy|Structural Design|Teaching,Six Sigma:Intermediate|Fluid Mechanics Applications:Beginner|PLC Programming:Beginner|Project Estimation:Beginner|PCB Design:Advanced|Persuasion:Beginner|Leadership:Advanced,None,Mechanical Engineer
STU100054,23,Male,Undergraduate,BTech/BE,Robotics,89.6,9.03,63,60,68.3,85.2,67,75.3,0,No,0,0,No,No,Yes,5,6,5,5,4,5,4,7,7,3,4,3,5,5,3,Manufacturing|Construction Technology,Vehicle Diagnostics:Intermediate|Piping Design:Intermediate|Creativity:Intermediate|Problem Solving:Intermediate|Stress Management:Beginner|Ethical Reasoning:Intermediate,None,Mechanical Engineer
STU100055,22,Female,Undergraduate,BDS,Dental Surgery,85.3,8.02,66.1,79.8,82.3,60.6,89.3,55.6,4,No,0,0,No,No,No,6,7,6,7,5,7,5,6,6,6,5,6,7,5,4,Surgery|Public Health|Nursing Care|Nutrition and Diet|Mental Health,First Aid and CPR:Expert|Patient Counselling:Expert|Medical Coding:Intermediate|Scientific Writing:Advanced|Wound Care:Intermediate|Ethical Reasoning:Intermediate|Creativity:Intermediate|Decision Making:Intermediate,None,Public Health Officer
STU100056,20,Male,Undergraduate,BSc Environmental Science,Environmental Science,75.1,8.93,66.3,79.3,74.4,57.3,82.3,71.3,0,No,0,2,No,Yes,No,8,4,4,6,6,5,7,4,6,5,8,8,4,5,6,Mathematics|Astronomy|Space Exploration|Chemistry|Scientific Writing,GIS Mapping:Intermediate|Field Research:Intermediate|Data Collection:Intermediate|Chemical Analysis:Beginner|Chromatography:Intermediate|Environmental Monitoring:Intermediate|Laboratory Skills:Intermediate|Climate Modelling:Expert|Scientific Writing:Beginner|Resilience:Advanced|Networking (Professional):Intermediate,None,Research Scientist
STU100057,21,Male,Undergraduate,BA,History,87.6,6.76,73.2,70.6,72.1,63.6,64.2,63.5,3,No,1,0,Yes,No,No,6,3,5,5,6,10,6,5,7,6,6,7,8,4,6,Public Speaking|Languages|UI/UX Design,Survey Design:Intermediate|Persuasion:Advanced|Leadership:Beginner,None,Writer/Author
STU100058,19,Male,Undergraduate,BSc Paramedical,Paramedical Science,98.3,7.73,78.6,73.3,73.1,63.7,74.8,70.7,4,No,0,2,Yes,No,No,5,3,6,7,7,5,6,5,6,5,6,5,7,7,6,Surgery|Nursing Care|Alternative Medicine|Dentistry|Nutrition and Diet|Gym and Bodybuilding|Animal Care,Patient Counselling:Advanced|Nutrition Planning:Intermediate|Infection Control:Advanced|Vaccination Administration:Advanced|Anatomy Knowledge:Expert|Patient Care:Intermediate|Medical Imaging Interpretation:Expert|Scientific Writing:Expert|Wound Care:Advanced|Presentation Skills:Expert|Active Listening:Advanced|Creativity:Advanced,Infection Prevention and Control Certificate|NPTEL - Human Physiology|Coursera - Nutrition and Lifestyle in Pregnancy|Certificate in Clinical Research,Cardiologist
STU100059,25,Male,Postgraduate,MSc,Physics,81.3,8.44,64.1,64.2,,64.5,65.6,49.9,1,No,0,0,No,No,Yes,6,4,2,6,7,6,4,5,5,6,6,4,5,6,7,Nanotechnology|Meteorology,Seismology Basics:Advanced|Sample Preparation:Advanced|Field Research:Intermediate|Statistical Analysis:Advanced|Cultural Sensitivity:Intermediate|Resilience:Beginner|Problem Solving:Advanced,None,Chemist
STU100060,25,Female,Postgraduate,MBA,Human Resources,87.1,8.3,82.2,86,98.6,85.8,100,74.4,2,No,0,0,No,No,No,6,5,7,8,5,9,7,8,6,8,5,8,7,7,5,Taxation|Human Resources|Economics|Retail|Social Service|Marketing,SEM:Intermediate|Digital Marketing:Expert|Budgeting:Intermediate|Stress Management:Advanced|Ethical Reasoning:Intermediate|Problem Solving:Advanced,None,Cost Accountant
STU100061,21,Male,Diploma,Diploma Engineering,Electronics Engineering,86.4,7.7,56.6,61.5,57.2,71.9,55.4,56.2,6,No,0,,No,Yes,No,4,5,6,4,5,5,5,4,6,4,3,6,3,6,7,Aeronautics,CNC Programming:Advanced|Quality Control:Advanced|Metallurgy Basics:Expert|ANSYS:Advanced|Ethical Reasoning:Intermediate|Conflict Resolution:Advanced|Resilience:Advanced|Self Learning:Advanced,None,Production Engineer
STU100062,17,Male,Diploma,Diploma Engineering,Computer Engineering,86.7,6.29,73.8,66.4,78.5,74.2,83.8,76.3,2,No,0,,No,No,Yes,7,7,5,5,7,8,6,4,8,5,5,6,8,7,6,Blockchain|Internet of Things,System Design:Advanced|Linux:Advanced|Stress Management:Intermediate|Networking (Professional):Beginner|Delegation:Intermediate|Persuasion:Intermediate,IBM Applied AI Professional Certificate|IBM Data Science Professional Certificate|Meta Back-End Developer Certificate,Welder
STU100063,17,Male,ITI,ITI,Computer Operator and Programming Assistant,74.4,6.94,74.1,77.1,84.5,64.3,84.9,74.7,2,No,3,1,No,Yes,Yes,4,5,5,4,5,3,4,5,5,5,5,6,6,4,3,Artificial Intelligence,LangChain:Beginner|Natural Language Processing:Intermediate|iOS Development:Intermediate|PowerShell:Intermediate|DevOps:Beginner|Leadership:Beginner|Stress Management:Intermediate|Time Management:Intermediate|Networking (Professional):Beginner,None,Front-End Developer
STU100064,19,Male,Diploma,Diploma Engineering,Automobile Engineering,83.3,6.81,79,87.2,77,72.5,70,78.6,3,No,0,,No,Yes,Yes,7,9,6,9,8,7,7,7,4,6,8,7,5,7,9,Aeronautics|Electronics|Renewable Energy|Drones|Surveying|Automobiles|Construction Technology,unknown,None,Safety Engineer
STU100065,23,Male,Postgraduate,MDes,Product Design,74.7,7.77,,97.1,,70.2,90.8,96.3,2,No,1,1,No,No,Yes,5,8,6,5,6,8,6,6,7,5,7,7,6,5,5,Research|Fashion|Product Design|Photography|Sculpting,After Effects:Advanced|Textile Printing:Expert|Sculpting:Intermediate|Adobe Photoshop:Advanced|Problem Solving:Beginner|Teamwork:Intermediate,None,Civil Engineer
STU100066,23,Male,Postgraduate,MA,English Literature,86,7.91,73.4,77.5,,83.3,89.5,72,1,No,0,1,Yes,No,No,,,,,,,,,,,,,,,,Public Speaking|Poetry|Literature|Writing,Screenwriting:Advanced|Qualitative Research:Intermediate|Counselling Techniques:Advanced|Editing and Proofreading:Expert|Foreign Languages:Advanced|Cultural Sensitivity:Advanced|Time Management:Intermediate|Self Learning:Advanced|Decision Making:Advanced,IELTS Certification|Cambridge English Certificate (FCE),Teacher
STU100067,20,Male,Diploma,Diploma Engineering,Civil Engineering,89.8,10,80.8,83.6,84,94.5,84.6,96.2,5,No,0,,No,Yes,Yes,9,9,6,6,8,7,7,6,7,6,6,8,8,8,6,Archaeology|Electronics,SolidWorks:Expert|Quality Control:Expert|Problem Solving:Advanced|Critical Thinking:Expert,None,Power Systems Engineer
STU100068,21,Male,Professional Degree,Professional Degree,Advocate (Bar Council),78.6,10,88.3,92.8,79.7,77.5,72.3,94.1,2,No,0,1,No,No,No,5,9,8,7,8,6,7,7,7,8,8,7,5,5,7,Criminal Investigation|Software Testing,Compliance Knowledge:Advanced|Legal Drafting:Intermediate|Case Analysis:Expert|Legal Documentation:Expert|Intellectual Property Basics:Expert|Contract Review:Advanced|Litigation Support:Advanced|Mediation:Intermediate|Legal Research:Advanced|Innovation Mindset:Advanced|Cultural Sensitivity:Intermediate,Coursera - International Law Specialization|Certificate in Alternative Dispute Resolution|Certificate Course in Cyber Law|NPTEL - Constitutional Law,Legal Journalist
STU100069,20,Female,ITI,ITI,Welder,72,,77.3,73.4,73.9,72.4,71.5,77.5,2,No,0,0,No,No,Yes,2,6,4,4,3,5,5,3,1,5,4,5,7,4,4,Tailoring|Ethical Hacking,Carpentry:Beginner|Networking (Professional):Beginner|Cultural Sensitivity:Beginner|Decision Making:Beginner|Conflict Resolution:Advanced,None,Research Scientist
STU100070,21,Female,Postgraduate,MSc,Physics,77.6,8.07,83.1,80.9,91.7,60.5,,92.8,2,No,0,1,No,No,Yes,6,7,5,6,7,6,6,6,4,7,9,6,7,7,5,Mathematics|Environment|Geology|Physics|Space Exploration|Meteorology|Nanotechnology,GIS Mapping:Expert|Remote Sensing:Advanced|Microscopy:Expert|Research Methodology:Intermediate|Chromatography:Expert|Sample Preparation:Expert|Environmental Monitoring:Advanced|Laboratory Skills:Advanced|Scientific Writing:Advanced|Instrumentation:Expert|Delegation:Advanced|Stress Management:Beginner|Problem Solving:Intermediate|Active Listening:Intermediate|Persuasion:Advanced,Certificate in Bioinformatics (NPTEL)|NPTEL - Research Methodology|Coursera - Data Analysis for Research,Lab Technician
STU100071,19,Other,Undergraduate,BTech/BE,Information Technology,82.7,9.09,66.1,66.8,74.4,75.9,79.4,75.3,1,No,1,0,No,No,Yes,4,5,4,6,6,6,5,7,8,5,5,6,5,6,7,App Development,PostgreSQL:Beginner|C:Expert|GraphQL:Advanced|iOS Development:Intermediate|System Design:Advanced|Power BI:Advanced|Azure:Beginner|Kubernetes:Expert|Terraform:Advanced|AWS:Advanced|Persuasion:Advanced|Problem Solving:Beginner|Adaptability:Advanced|Innovation Mindset:Intermediate|Cultural Sensitivity:Advanced,None,Software Engineer
STU100072,24,Female,Undergraduate,BTech/BE,Data Science,87.9,,53.4,59.8,41.2,53.7,40,49.4,1,No,0,0,No,No,No,4,3,5,5,4,4,3,2,6,3,6,3,5,3,5,Cyber Security|Internet of Things|Culture and Heritage|Quantum Computing,MongoDB:Beginner|C:Beginner|UI/UX Design (Figma):Intermediate|Swift:Beginner|React:Beginner|PyTorch:Intermediate|Networking:Beginner|R:Intermediate|Kubernetes:Intermediate|Data Analysis:Beginner|Stress Management:Intermediate|Presentation Skills:Intermediate|Creativity:Beginner|Leadership:Intermediate|Critical Thinking:Beginner,None,Data Analyst
STU100073,22,Female,Undergraduate,BSc Nursing,Nursing,100,,86.8,95.2,69.3,91.4,60,90.6,3,No,0,0,No,No,No,7,6,6,6,8,8,7,8,5,9,9,8,9,5,6,Fitness and Wellness|Public Health|Nutrition and Diet,Pharmacology Knowledge:Advanced|First Aid and CPR:Expert|Nutrition Planning:Intermediate|Vaccination Administration:Expert|Wound Care:Expert|Problem Solving:Advanced|Teamwork:Advanced,None,Ayurvedic Doctor
STU100074,17,Male,Higher Secondary,Humanities,"History, Political Science, Economics",79,5.29,65,,66.8,65.8,65.7,60.4,1,No,0,,No,No,Yes,5,6,5,9,3,6,5,6,6,4,5,3,6,5,6,Archaeology|Writing|Poetry|Literature|Culture and Heritage,Counselling Techniques:Advanced|Scriptwriting:Advanced|Foreign Languages:Intermediate|Ethical Reasoning:Beginner|Stress Management:Beginner|Teamwork:Advanced,TEFL/TESOL Certification,Social Worker
STU100075,19,Female,Diploma,Diploma Business,Business Administration,97.2,7.81,66.6,66.4,,82.1,80.4,54.3,0,No,0,,No,No,No,8,10,7,6,9,5,5,7,7,6,7,8,9,7,7,Investment|Banking|Real Estate|Business Strategy|Human Resources|Entrepreneurship|E-commerce|Startups|Defence Services,Zoho CRM:Expert|Auditing:Advanced|Business Valuation:Intermediate|Delegation:Expert|Resilience:Expert,None,Marketing Manager
STU100076,25,Female,Postgraduate,MA,Sociology,77.4,8.34,67.2,78,75.6,97.4,69.7,82.4,2,No,1,1,No,Yes,Yes,5,5,6,8,9,7,5,9,6,5,5,7,7,7,8,Archaeology|Sociology|Philosophy,Scriptwriting:Intermediate|Public Speaking:Expert|Debate:Advanced|Creative Writing:Expert|Foreign Languages:Advanced|Self Learning:Intermediate|Critical Thinking:Beginner|Ethical Reasoning:Advanced|Cultural Sensitivity:Intermediate|Innovation Mindset:Intermediate,None,Civil Services Officer (IAS/IPS)
STU100077,28,Male,Postgraduate,MTech/ME,Thermal Engineering,91.1,6.29,81.3,87.8,87.5,63.5,88.3,,2,No,2,0,No,Yes,No,5,4,5,5,6,7,4,8,4,5,6,8,4,3,7,Aeronautics|Mechatronics|Renewable Energy|Drones|Structural Design|Machines and Tools|CAD Modelling|Power Systems,Lean Manufacturing:Intermediate|CATIA V5:Intermediate|Piping Design:Beginner|Project Estimation:Intermediate|AutoCAD:Intermediate|3D Printing:Advanced|Manufacturing Processes:Intermediate|Critical Thinking:Beginner|Emotional Intelligence:Advanced|Self Learning:Intermediate|Communication:Beginner|Ethical Reasoning:Intermediate,Certified SolidWorks Professional (CSWP)|Coursera - Introduction to Robotics,Power Systems Engineer
STU100078,18,Female,Diploma,Diploma Design,Fashion Design,89.9,7.06,68.6,61.7,68.1,87.4,69.1,70.1,3,No,0,,No,No,No,6,6,3,7,6,6,8,5,5,8,5,5,6,7,6,Interior Design|Painting|Event Management,Sketching:Intermediate|Leadership:Intermediate|Communication:Intermediate|Innovation Mindset:Intermediate,Unity Certified Associate Game Developer|Certificate in Interior Design (CAD)|Adobe Certified Professional - Premiere Pro|Adobe Certified Professional - Illustrator|Certificate in UI Design (Google/Coursera),Sculptor/Artist
STU100079,21,Female,ITI,ITI,Welder,91.9,7.42,98.7,100,96.6,98.1,100,92.7,1,No,0,0,No,No,No,7,6,6,6,7,7,4,4,7,7,7,6,7,7,6,Tailoring|Automobile Repair|Machine Operation|Carpentry|Electrical Repair|Welding|Plumbing,Automobile Repair:Expert|Tailoring and Stitching:Expert|Electrical Wiring:Expert|Refrigeration and AC Repair:Advanced|Plumbing:Expert|Persuasion:Advanced|Leadership:Advanced|Active Listening:Expert|Creativity:Intermediate,Skill India Certified - Automobile Technician|Skill India Certified - Welder|Skill India Certified - Electrician|National Trade Certificate (NCVT/SCVT),Welder
STU100080,13,Male,Class 8,General,NA,78,8.08,64.8,60.5,66.6,83,68.6,53.1,0,No,0,,,Yes,Yes,7,7,4,10,5,4,7,6,5,7,4,4,5,8,5,History,None,None,Psychologist
STU100081,22,Female,ITI,ITI,Computer Operator and Programming Assistant,91.8,9.48,,86.9,71.1,,,67.8,3,No,2,2,No,Yes,No,8,6,7,7,8,9,9,6,9,8,8,9,6,7,7,Web Development|App Development|Game Development|Blockchain|Artificial Intelligence|Embedded Systems|Internet of Things,--,None,Civil Engineer
STU100082,21,Male,Undergraduate,LLB,Law,87.3,,,57.1,78.8,68.3,85.7,76.6,2,Yes,0,0,No,No,No,4,3,8,7,7,3,5,3,4,4,6,4,6,6,8,Constitutional Studies|Physics|Human Rights|Corporate Law|Law and Justice|International Relations|Debating,Compliance Knowledge:Beginner|Legal Drafting:Advanced|Contract Review:Advanced|Mediation:Beginner|Court Procedures:Advanced|Innovation Mindset:Intermediate|Networking (Professional):Beginner,Not Available,Corporate Lawyer
STU100083,17,Female,Higher Secondary,Science,"Physics, Chemistry, Biology (PCB)",79.8,7.56,80.9,79.1,93.4,65.1,89.4,88.1,4,Yes,0,,No,No,No,5,6,8,6,4,5,3,7,7,5,4,4,5,6,6,NA,Laboratory Techniques:Expert|Rehabilitation Techniques:Intermediate|Vaccination Administration:Beginner|Conflict Resolution:Beginner|Problem Solving:Intermediate,None,Surgeon
STU100084,21,Female,Undergraduate,BTech/BE,Computer Science,75.5,6.37,71.1,76.1,73.9,76.6,71.6,74.2,2,No,1,0,No,No,Yes,6,6,7,4,6,6,5,6,7,6,4,6,5,5,5,E-commerce|Software Testing,NA,None,Technical Support Engineer
STU100085,23,Female,Undergraduate,BA,Sociology,72.2,7.81,72,76.7,,77.6,90.2,,4,No,0,1,No,No,Yes,6,6,4,7,7,5,4,5,6,5,6,6,4,4,2,Real Estate|Culture and Heritage,Copyediting:Advanced|Counselling Techniques:Advanced|Public Speaking:Advanced|Museum Curation:Intermediate|Policy Analysis:Advanced|Survey Design:Advanced|Archival Research:Intermediate|Creative Writing:Beginner|Historical Research:Expert|Ghostwriting:Expert|Ethical Reasoning:Intermediate|Persuasion:Intermediate|Cultural Sensitivity:Intermediate|Adaptability:Beginner,None,Police Officer
STU100086,19,Male,Diploma,Diploma Engineering,Mechanical Engineering,95.8,8.47,69,73.7,68.5,90.2,60.3,67.8,1,No,0,,No,No,No,7,9,8,6,6,6,10,9,8,7,7,9,10,7,9,Renewable Energy|Power Systems|Automobiles|Construction Technology,SolidWorks:Expert|Renewable Energy Systems:Expert|3D Printing:Expert|Boiler Operations:Expert|ANSYS:Expert|Decision Making:Advanced|Delegation:Intermediate,Certified Six Sigma Green Belt|Coursera - Introduction to Robotics|NPTEL - Thermodynamics|MATLAB Certified Associate,Mechanical Engineer
STU100087,20,Male,Undergraduate,BTech/BE,Civil Engineering,76,6.4,73,,69.5,58.9,67.4,71.1,1,No,1,0,No,Yes,No,6,3,3,5,4,5,4,5,6,5,4,5,4,5,4,Surveying|CAD Modelling|Machines and Tools,PCB Design:Intermediate|CATIA:Intermediate|MATLAB:Beginner|Ethical Reasoning:Beginner|Decision Making:Beginner|Creativity:Beginner|Networking (Professional):Beginner|Communication:Intermediate,Coursera - Introduction to Robotics,Automobile Engineer
STU100088,26,Male,Postgraduate,MTech/ME,VLSI Design,88,9.65,96.1,91,93.3,,92.3,100,2,No,3,1,Yes,No,No,7,9,8,7,7,9,5,6,7,9,8,6,7,7,6,Drones|Electronics|Power Systems|CAD Modelling,Estimation and Costing:Expert|Revit:Intermediate|CATIA V5:Expert|Metallurgy Basics:Expert|Robotics Programming:Expert|Building Information Modelling (BIM):Advanced|CATIA:Advanced|Manufacturing Processes:Intermediate|MATLAB:Advanced|Innovation Mindset:Advanced|Resilience:Expert,None,Mechanical Engineer
STU100089,17,Female,Higher Secondary,Vocational,Healthcare,72.1,8.14,67.3,61.4,58.8,65.4,,68.9,0,No,1,,No,Yes,No,5,7,5,6,3,5,4,3,4,7,6,5,3,5,5,First Aid|Dentistry|Nutrition and Diet,Nutrition Planning:Intermediate|Infection Control:Beginner|Emergency Response:Beginner|Physiotherapy Techniques:Intermediate|Telemedicine Tools:Advanced|Creativity:Beginner|Communication:Intermediate|Time Management:Intermediate|Problem Solving:Intermediate|Leadership:Intermediate,None,Pharmacist
STU100090,17,Male,Diploma,Diploma Engineering,Civil Engineering,94.8,8.12,88.9,87,,87.9,100,84.8,3,No,0,,No,No,Yes,7,6,5,7,8,5,5,6,6,7,8,6,9,7,6,Cyber Security|Renewable Energy,Robotics Programming:Intermediate|Delegation:Intermediate|Decision Making:Intermediate|Stress Management:Advanced,NPTEL - Thermodynamics|Autodesk Certified Professional - Revit,Manufacturing Engineer
STU100091,26,Male,Professional Degree,Professional Degree,Chartered Accountant (CA),92.3,8.92,77.9,86.1,,73,78.4,59.9,3,No,0,1,Yes,No,No,5,6,7,9,5,7,7,4,7,8,7,6,7,7,4,Real Estate|Business Strategy,QuickBooks:Advanced|Brand Management:Advanced|Procurement:Intermediate|SEM:Expert|Supply Chain Management:Expert|Mergers and Acquisitions Analysis:Intermediate|Content Marketing:Advanced|Franchise Management:Expert|Adaptability:Beginner|Emotional Intelligence:Advanced|Resilience:Advanced|Active Listening:Intermediate|Delegation:Advanced,PMI Project Management Professional (PMP)|Coursera - Google Digital Garage|NISM Certification (Securities Market)|NCFM Certification (NSE),Digital Marketing Specialist
STU100092,22,Female,Postgraduate,MA,Sociology,80.9,6.41,68.4,63.6,78.4,70,74.4,67.3,2,No,0,0,No,Yes,Yes,6,7,5,4,5,5,5,3,5,1,4,4,6,5,3,Philosophy|Writing|Poetry|Anthropology|Psychology|Literature|Sociology,Scriptwriting:Beginner|Editing and Proofreading:Intermediate|Museum Curation:Intermediate|Policy Analysis:Intermediate|Sign Language:Intermediate|Creative Writing:Advanced|Leadership:Beginner|Persuasion:Beginner|Presentation Skills:Advanced,Certificate in Public Policy (Takshashila)|Certificate in German Language (Goethe-Zertifikat),Teacher
