student_id,career_id,career_name,career_domain,career_subdomain,career_cluster,age,class,stream,ability_match_component,interest_match_component,academic_match_component,learning_match_component,compatibility_score,compatibility_label
STU026696,CAR01146,Marine Engineer Specialist 1146,Marine,Track 6,Cluster 6,17,12,Science-PCB,76.09,64.45,91.4,59.9,70.27,1
STU023050,CAR00383,Illustrator Specialist 383,Agriculture,Track 3,Cluster 23,13,9,General,68.91,77.54,77.2,40.7,63.28,0
STU015937,CAR00843,Education Consultant Specialist 843,Environment,Track 3,Cluster 3,17,12,Science-PCM,68.14,72.52,85.8,49.3,71.19,1
STU002605,CAR00828,Aviation Engineer Specialist 828,Government & Public Service,Track 8,Cluster 18,11,7,General,78.15,74.37,67.1,65.1,70.64,1
STU000102,CAR00122,Financial Analyst Specialist 122,Finance,Track 2,Cluster 2,15,11,Science-PCB,81.34,74.21,47.0,84.3,75.13,1
STU014164,CAR00780,Chef Specialist 780,Sports,Track 10,Cluster 30,17,11,Commerce,79.69,82.64,58.5,73.9,72.18,1
STU014571,CAR00595,Accountant Specialist 595,Technology,Track 5,Cluster 25,17,12,Science-PCM,76.24,84.49,57.1,53.0,81.94,1
STU009313,CAR00556,AI Engineer Specialist 556,Education,Track 6,Cluster 16,14,8,General,76.99,69.28,67.2,70.7,74.11,1
STU012921,CAR00501,Medical Laboratory Scientist Specialist 501,Law,TRACK 1,Cluster 21,14,10,General,78.89,72.08,56.3,56.2,72.88,1
STU016173,CAR01077,Lawyer Specialist 1077,Sports,Track 7,Cluster 27,13,9,General,71.38,77.14,61.5,67.3,66.4,0
STU021149,CAR00274,Automotive Engineer Specialist 274,Life Sciences,Track 4,Cluster 4,15,10,General,77.06,75.22,79.8,64.8,79.24,1
STU000039,CAR01193,Web Developer Specialist 1193,Agriculture,Track 3,Cluster 23,12,8,General,72.09,77.01,83.7,81.2,76.42,1
STU014360,CAR00991,Financial Analyst Specialist 991,Defence & Security,Track 1,Cluster 1,15,9,General,70.58,73.33,48.0,34.3,69.24,0
STU001006,CAR00248,Data Analyst Specialist 248,Agriculture,Track 8,Cluster 8,14,9,General,73.24,78.05,79.8,88.1,77.21,1
STU032722,CAR00715,Machine Learning Engineer Specialist 715,Business,Track 5,Cluster 25,14,8,GENERAL,75.74,76.98,86.8,77.2,72.13,1
STU023570,CAR00553,Research Scientist Specialist 553,Business,Unknown,Cluster 13,14,8,General,68.32,83.03,88.6,49.4,70.92,1
STU000258,CAR00805,Electrical Engineer Specialist 805,Fashion,Track 5,Cluster 25,11,7,General,84.21,72.73,78.9,44.2,73.75,1
STU012147,CAR01066,Pilot Specialist 1066,Business,TRACK 6,Cluster 16,13,9,General,73.79,73.68,90.3,50.4,74.94,1
STU010718,CAR00698,Fashion Designer Specialist 698,Hospitality & Tourism,Track 8,Cluster 8,15,11,Science-PCM,68.71,71.19,85.8,91.9,79.06,1
STU010142,CAR00591,Aviation Engineer Specialist 591,Sports,Track 1,Cluster 21,17,11,Science-PCM,63.36,76.79,82.7,74.5,63.86,0
STU022931,CAR00482,Web Developer Specialist 482,Hospitality & Tourism,Track 2,Cluster 2,13,7,General,74.7,83.64,59.1,65.5,77.92,1
STU022927,CAR00164,Cloud Engineer Specialist 164,Engineering,Track 4,Cluster 14,13,7,General,75.32,80.21,61.4,47.3,83.27,1
STU032869,CAR00832,Accountant Specialist 832,Fashion,Track 2,Cluster 22,13,9,General,82.32,82.52,93.9,60.9,80.08,1
STU018758,CAR00935,Fashion Designer Specialist 935,Psychology & Social Services,Track 5,Cluster 5,12,8,General,79.59,67.8,62.7,82.0,67.54,0
STU021149,CAR00640,Web Developer Specialist 640,Defence & Security,Track 10,Cluster 10,15,10,General,62.01,65.9,79.8,64.8,63.63,0
STU026195,CAR00163,Cybersecurity Analyst Specialist 163,Technology,Track 3,CLUSTER 13,18,11,Science-PCB,65.32,78.72,74.1,69.3,75.72,1
STU030160,CAR00679,Entrepreneur Specialist 679,Life Sciences,Track 9,Cluster 19,19,12,Science-PCM,70.1,72.42,54.3,55.3,71.73,1
STU004284,CAR00166,Web Developer Specialist 166,Life Sciences,Track 6,Cluster 16,12,7,General,64.74,67.92,79.8,79.6,71.17,1
STU019876,CAR00743,Agronomist Specialist 743,Finance,Track 3,Cluster 23,15,11,Commerce,83.12,81.3,81.9,79.4,90.2,1
STU018422,CAR00293,Social Worker Specialist 293,Hospitality & Tourism,Track 3,Cluster 23,12,7,General,67.6,78.44,75.6,56.7,70.87,1
STU016446,CAR00531,Civil Services Officer Specialist 531,Government & Public Service,Track 1,Cluster 21,15,10,General,66.38,68.81,48.3,41.7,68.71,0
STU006463,CAR00674,Accountant Specialist 674,Skilled Trades,Track 4,Cluster 14,17,11,Commerce,71.85,81.26,92.6,60.9,73.85,1
STU017508,CAR00688,Social Worker Specialist 688,Business,Track 8,Cluster 28,14,8,General,76.47,71.67,75.2,74.8,77.87,1
STU023077,CAR00091,Business Analyst Specialist 91,Transportation,Track 1,Cluster 1,18,12,Science-PCB,72.21,66.55,54.0,93.0,68.49,0
STU025063,CAR00865,Logistics Manager Specialist 865,Technology,Track 5,Cluster 25,12,7,General,73.53,64.51,94.5,68.1,78.03,1
STU000394,CAR00295,Policy Analyst Specialist 295,Logistics & Supply Chain,Track 5,Cluster 25,17,11,Science-PCB,61.45,69.56,69.7,64.5,71.69,1
STU032695,CAR00814,Physiotherapist Specialist 814,Life Sciences,Track 4,Cluster 4,18,11,Commerce,72.46,71.85,73.0,61.0,70.44,1
STU023667,CAR00473,Technician Specialist 473,Finance,Track 3,Cluster 23,15,11,Commerce,77.62,87.66,74.3,70.9,79.11,1
STU005117,CAR00725,Mechanical Engineer Specialist 725,Hospitality & Tourism,Track 5,Cluster 5,15,10,General,73.14,76.85,76.0,87.6,77.07,1
STU019654,CAR00627,Supply Chain Analyst Specialist 627,ENVIRONMENT,Track 7,Cluster 27,18,12,Humanities,71.19,78.49,63.2,92.3,72.98,1
STU025403,CAR01076,Human Resources Specialist Specialist 1076,Hospitality & Tourism,Track 6,Cluster 26,14,9,General,73.4,80.11,56.2,71.7,78.04,1
STU020615,CAR01028,Software Developer Specialist 1028,Engineering,Track 8,Cluster 8,14,9,General,67.97,76.78,70.3,95.0,71.79,1
STU029500,CAR00313,Electrician Specialist 313,Education,Track 3,Cluster 13,15,10,General,79.0,77.72,67.0,81.9,73.54,1
STU028301,CAR00991,Financial Analyst Specialist 991,Defence & Security,Track 1,Cluster 1,15,10,General,82.57,86.41,77.0,62.8,86.8,1
STU027640,CAR00811,Urban Planner Specialist 811,Technology,Track 1,Cluster 1,16,12,Commerce,60.22,71.11,64.9,56.9,53.14,0
STU019532,CAR01001,Education Consultant Specialist 1001,Engineering,Track 1,Cluster 11,18,11,Commerce,65.54,67.2,48.3,78.7,70.9,1
STU021473,CAR00459,UI UX Designer Specialist 459,Research,Track 9,Cluster 9,17,12,Humanities,69.9,69.29,75.5,59.0,68.4,0
STU001840,CAR00957,Mobile App Developer Specialist 957,Marine,Track 7,Cluster 27,17,11,Humanities,80.7,81.62,91.4,95.5,79.71,1
STU011297,CAR01144,Aviation Engineer Specialist 1144,Transportation,Track 4,Cluster 4,15,11,Humanities,69.32,77.14,67.7,73.2,78.08,1
STU008795,CAR00982,Environmental Scientist Specialist 982,Transportation,Track 2,Cluster 22,15,10,General,82.5,79.43,69.1,80.8,79.0,1
STU005375,CAR01061,Environmental Scientist Specialist 1061,Manufacturing,Track 1,Cluster 11,14,10,General,75.54,73.26,73.9,74.5,85.36,1
STU007018,CAR01111,Cybersecurity Analyst Specialist 1111,Life Sciences,Track 1,Cluster 1,12,7,General,66.5,80.73,51.5,87.9,75.35,1
STU008719,CAR00920,Legal Advisor Specialist 920,Engineering,Track 10,Cluster 20,15,10,General,83.57,73.02,71.8,65.7,80.58,1
STU028418,CAR00318,Data Scientist Specialist 318,Arts & Design,Track 8,Cluster 18,11,7,General,67.16,70.94,79.9,85.6,68.22,0
STU014289,CAR00567,Mechanical Engineer Specialist 567,Research,Track 7,Cluster 27,15,9,General,74.56,80.97,32.5,54.6,67.81,0
STU006709,CAR00154,Logistics Manager Specialist 154,Defence & Security,Track 4,Cluster 4,16,10,GENERAL,65.39,68.08,78.1,76.5,69.25,0
STU008855,CAR00283,Economist Specialist 283,Business,Track 3,Cluster 13,14,10,General,76.79,63.25,64.3,37.6,69.86,0
STU000600,CAR00911,Accountant Specialist 911,Media & Communication,Track 1,Cluster 11,14,10,General,73.95,75.75,60.8,47.3,69.93,0
STU002660,CAR00447,Teacher Specialist 447,Law,Track 7,Cluster 27,14,8,General,78.77,74.57,68.3,87.3,74.81,1
STU012206,CAR01104,Welder Specialist 1104,Sports,Track 4,Cluster 24,15,10,General,77.64,65.89,58.8,83.2,70.94,1
STU001623,CAR00736,Pharmacist Specialist 736,Architecture & Construction,Track 6,Cluster 16,15,11,Science-PCB,82.91,74.63,62.5,86.9,85.42,1
STU028435,CAR00111,AGRONOMIST SPECIALIST 111,Healthcare,Track 1,Cluster 21,12,7,General,71.49,72.48,90.0,67.4,67.62,0
STU020425,CAR00742,Agricultural Scientist Specialist 742,Business,Track 2,Cluster 22,16,11,Commerce,77.3,72.44,65.3,66.9,77.18,1
STU011232,CAR00727,Electronics Engineer Specialist 727,Logistics & Supply Chain,Track 7,Cluster 7,19,12,Science-PCB,75.01,71.02,75.0,74.0,77.36,1
STU014806,CAR00682,Lawyer Specialist 682,Architecture & Construction,Track 2,Cluster 22,15,11,Humanities,69.18,71.32,79.3,93.1,76.05,1
STU011008,CAR00435,Marine Engineer Specialist 435,Healthcare,Track 5,Cluster 15,16,10,General,83.16,69.21,94.1,78.3,77.48,1
STU003829,CAR01175,Chef Specialist 1175,Finance,Track 5,Cluster 5,17,12,Science-PCB,82.84,72.01,94.3,55.4,78.45,1
STU023293,CAR00423,Microbiologist Specialist 423,Government & Public Service,Track 3,Cluster 3,18,11,Commerce,59.11,64.71,65.2,51.1,62.05,0
STU005119,CAR00028,Microbiologist,Technology,Track 8,Cluster 28,12,7,General,78.26,72.56,70.9,32.9,73.7,1
STU028976,CAR00521,Entrepreneur Specialist 521,Manufacturing,Track 1,Cluster 11,15,11,Science-PCB,49.9,77.36,37.4,65.7,61.67,0
STU006834,CAR00630,Welder Specialist 630,Energy,TRACK 10,Cluster 30,18,12,Humanities,62.28,82.6,70.3,40.6,69.27,0
STU022941,CAR00678,Economist Specialist 678,Healthcare,Track 8,Cluster 18,11,7,General,80.4,80.5,76.6,72.0,82.01,1
STU013862,CAR01073,Economist Specialist 1073,Media & Communication,Track 3,Cluster 23,17,12,Science-PCB,77.18,69.9,72.1,85.5,71.53,1
STU015324,CAR00253,Electronics Engineer Specialist 253,Transportation,Track 3,Cluster 13,11,7,General,77.6,84.92,44.7,91.2,76.57,1
STU015147,CAR00824,Environmental Scientist Specialist 824,Finance,Track 4,Cluster 14,18,12,Science-PCM,71.38,70.05,59.2,55.7,63.19,0
STU002883,CAR00388,Sports Coach Specialist 388,Transportation,Track 8,Cluster 28,16,10,General,70.34,76.4,91.1,98.2,82.03,1
STU017910,CAR00568,Electrical Engineer Specialist 568,Technology,Track 8,Cluster 28,19,12,Commerce,73.86,66.52,89.6,92.6,76.0,1
STU009252,CAR01092,PRODUCT DESIGNER SPECIALIST 1092,Marine,Track 2,Cluster 12,14,9,General,82.4,64.08,74.7,90.2,82.72,1
STU011614,CAR00839,Human Resources Specialist Specialist 839,Engineering,Track 9,Cluster 29,16,11,Commerce,78.8,77.74,65.5,60.8,78.08,1
STU013068,CAR00549,Logistics Manager Specialist 549,Energy,Track 9,Cluster 9,18,11,Humanities,88.44,70.52,49.5,49.4,78.0,1
STU027022,CAR01062,Renewable Energy Engineer Specialist 1062,Energy,Track 2,Cluster 12,16,12,Commerce,68.36,77.69,72.4,73.3,72.01,1
STU020134,CAR00126,Entrepreneur Specialist 126,Government & Public Service,Track 6,Cluster 6,12,8,General,79.05,77.88,86.4,65.4,77.11,1
STU009199,CAR00358,Accountant Specialist 358,Architecture & Construction,Track 8,Cluster 28,13,8,General,59.4,69.1,62.3,59.4,57.5,0
STU023207,CAR01122,Electronics Engineer Specialist 1122,Law,Track 2,Cluster 12,14,9,General,80.72,68.24,39.1,46.7,74.54,1
STU029714,CAR00715,Machine Learning Engineer Specialist 715,Business,Track 5,Cluster 25,15,10,General,72.54,79.35,65.7,90.1,76.97,1
STU006688,CAR00328,Business Analyst Specialist 328,Life Sciences,Track 8,Cluster 28,18,12,Commerce,72.08,73.82,68.5,66.1,68.39,0
STU029217,CAR00852,CONTENT CREATOR SPECIALIST 852,Law,Track 2,Cluster 12,18,12,Science-PCB,77.96,77.29,58.2,86.7,77.8,1
STU013608,CAR01132,Dentist Specialist 1132,Logistics & Supply Chain,Track 2,Cluster 22,16,12,Commerce,90.65,79.23,80.9,82.0,83.13,1
STU014695,CAR00433,Aviation Engineer Specialist 433,Technology,Track 3,Cluster 13,16,11,Science-PCM,75.21,65.71,52.8,86.1,77.05,1
STU003565,CAR00631,Technician Specialist 631,Transportation,Track 1,Cluster 1,18,12,Science-PCM,77.46,76.64,92.8,67.8,78.28,1
STU032413,CAR01056,BIOTECHNOLOGIST SPECIALIST 1056,Healthcare,Track 6,Cluster 6,15,11,Commerce,61.89,72.0,75.4,77.4,74.71,1
STU029758,CAR00291,Psychologist Specialist 291,Arts & Design,Track 1,Cluster 21,13,7,General,62.42,81.59,40.2,58.1,65.68,0
STU020302,CAR00003,AI Engineer,Healthcare,TRACK 3,Cluster 3,18,11,Commerce,64.85,65.1,63.8,71.9,61.83,0
STU024931,CAR00999,Legal Advisor Specialist 999,Research,Track 9,Cluster 9,19,12,Humanities,81.85,68.59,66.5,82.1,73.61,1
STU011583,CAR01070,Financial Analyst Specialist 1070,Psychology & Social Services,Track 10,Cluster 20,13,9,General,77.09,78.43,74.4,63.7,82.78,1
STU010266,CAR00461,Fashion Designer Specialist 461,Engineering,Track 1,Cluster 11,15,9,General,69.69,61.4,40.5,78.3,69.24,0
STU012806,CAR00011,Data Analyst,Aviation,Track 1,Cluster 11,13,8,General,58.19,82.43,64.4,74.6,70.7,1
STU004226,CAR00075,Logistics Manager,Arts & Design,Track 5,Cluster 15,16,12,Humanities,78.74,73.93,84.7,71.2,74.77,1
STU020549,CAR00855,Product Designer Specialist 855,Government & Public Service,Track 5,Cluster 15,15,11,Science-PCB,79.28,76.09,66.3,81.4,73.05,1
STU020688,CAR01086,Defence Officer Specialist 1086,Environment,Track 6,Cluster 6,14,9,General,71.36,70.7,84.8,71.9,75.6,1
STU028976,CAR00149,Hotel Manager Specialist 149,Finance,Track 9,Cluster 29,15,11,Science-PCB,78.15,60.26,37.4,65.7,62.75,0
STU005435,CAR00573,Architect Specialist 573,Environment,Track 3,Cluster 3,15,11,Commerce,70.89,69.28,68.0,77.9,71.89,1
STU023100,CAR00330,Mechanical Engineer Specialist 330,Environment,Track 10,Cluster 30,15,9,General,61.98,72.89,78.4,85.8,63.45,0
STU026721,CAR00992,Auditor Specialist 992,Media & Communication,Track 2,Cluster 2,18,12,Science-PCM,67.01,83.65,52.3,84.2,79.07,1
STU023482,CAR00944,Logistics Manager Specialist 944,Skilled Trades,Track 4,Cluster 14,19,12,Humanities,77.47,77.65,40.9,80.2,78.77,1
STU022613,CAR00096,Chemical Engineer Specialist 96,Law,Track 6,Cluster 6,13,9,General,70.78,75.61,64.4,50.4,74.34,1
STU000977,CAR00356,Marine Engineer Specialist 356,Agriculture,Track 6,Cluster 26,15,9,General,74.55,63.91,64.5,89.4,69.22,0
STU011710,CAR00247,Network Engineer Specialist 247,Life Sciences,Unknown,Cluster 7,16,10,General,70.45,77.28,96.1,73.4,79.38,1
STU014555,CAR00964,Electronics Engineer Specialist 964,Defence & Security,Track 4,Cluster 4,14,10,General,66.32,76.0,86.2,61.5,70.37,1
STU010268,CAR00603,Lawyer Specialist 603,Energy,Track 3,Cluster 3,14,8,General,81.94,57.92,22.8,92.8,70.26,1
STU009671,CAR00889,Architect Specialist 889,Logistics & Supply Chain,Track 9,Cluster 19,13,8,General,70.3,67.41,81.8,60.7,65.51,0
STU016231,CAR01150,Auditor Specialist 1150,Education,Track 10,Cluster 10,12,7,General,69.79,71.64,59.7,92.7,76.96,1
STU009006,CAR00462,Illustrator Specialist 462,Healthcare,Track 2,Cluster 12,16,11,Science-PCM,76.59,67.46,67.5,71.9,75.81,1
STU011025,CAR01012,UI UX Designer Specialist 1012,Business,Track 2,Cluster 22,13,8,General,65.41,76.54,85.7,58.7,65.91,0
STU020632,CAR01002,Psychologist Specialist 1002,Healthcare,Track 2,Cluster 12,15,10,General,63.65,77.24,70.4,42.1,77.5,1
STU017714,CAR00707,Logistics Manager Specialist 707,Agriculture,Track 7,Cluster 17,14,10,General,89.11,61.13,88.2,63.0,75.74,1
STU010616,CAR00036,Energy Analyst,Energy,Track 6,Cluster 6,14,9,General,81.9,56.89,79.9,50.7,68.92,0
STU006187,CAR00970,Doctor Specialist 970,Logistics & Supply Chain,Track 10,Cluster 10,16,11,Humanities,61.48,72.95,90.4,57.5,69.21,0
STU013754,CAR00668,Energy Analyst Specialist 668,Media & Communication,Track 8,Cluster 8,12,7,General,64.26,81.45,63.3,66.4,76.23,1
STU003195,CAR00079,Research Scientist,Logistics & Supply Chain,Track 9,Cluster 19,15,10,General,71.09,74.23,59.6,86.9,71.55,1
STU030034,CAR00511,Automotive Engineer Specialist 511,Logistics & Supply Chain,Track 1,Cluster 1,15,10,General,78.79,65.86,70.6,50.7,67.17,0
STU014229,CAR01104,Welder Specialist 1104,Sports,Track 4,Cluster 24,16,11,Humanities,71.94,72.52,53.1,82.0,65.86,0
STU023960,CAR00141,Content Creator Specialist 141,Environment,TRACK 1,Cluster 21,12,8,General,68.95,80.11,91.6,96.2,81.38,1
STU024542,CAR00124,Investment Analyst Specialist 124,Education,Track 4,Cluster 4,14,10,General,65.2,79.65,81.7,37.8,70.87,1
STU002112,CAR00895,Dentist Specialist 895,Life Sciences,Track 5,Cluster 25,16,10,General,72.38,65.7,93.9,78.0,75.85,1
STU027984,CAR01160,Psychologist Specialist 1160,Skilled Trades,Track 10,Cluster 20,19,12,Humanities,80.92,55.33,84.9,84.8,69.61,0
STU019157,CAR00827,Automotive Engineer Specialist 827,Psychology & Social Services,Track 7,Cluster 17,17,11,Commerce,68.02,65.74,70.1,57.6,68.98,0
STU014030,CAR00774,Graphic Designer Specialist 774,Government & Public Service,Track 4,Cluster 24,18,11,Commerce,78.51,73.43,64.1,84.4,74.34,1
STU002876,CAR00656,Physiotherapist Specialist 656,Manufacturing,Track 6,Cluster 26,13,8,General,65.72,76.31,61.7,62.3,71.4,1
STU017500,CAR00952,Machine Learning Engineer Specialist 952,Architecture & Construction,Track 2,Cluster 22,14,8,General,72.51,66.65,68.8,45.5,68.18,0
STU002072,CAR01150,Auditor Specialist 1150,Education,Track 10,Cluster 10,15,9,General,65.38,72.3,57.7,70.1,64.37,0
STU006215,CAR00830,Marine Engineer Specialist 830,Media & Communication,TRACK 10,Cluster 20,14,8,General,63.76,78.06,96.5,27.9,66.68,0
STU032306,CAR00202,Auditor Specialist 202,Business,Track 2,Cluster 22,15,10,General,62.75,73.77,91.5,79.5,72.72,1
STU003547,CAR01045,Biomedical Engineer Specialist 1045,Defence & Security,Track 5,Cluster 25,13,9,General,83.18,71.48,61.3,61.4,76.16,1
STU017956,CAR00996,Marketing Specialist Specialist 996,Sports,Track 6,Unknown,14,8,General,58.5,74.48,88.1,85.6,72.42,1
STU015910,CAR00865,Logistics Manager Specialist 865,Technology,Track 5,Cluster 25,14,9,General,81.22,72.72,62.3,87.5,76.84,1
STU020259,CAR00919,Lawyer Specialist 919,Technology,Track 9,Cluster 19,14,8,General,72.26,78.63,60.0,61.5,70.78,1
STU001504,CAR01158,Teacher Specialist 1158,Sports,Track 8,Cluster 18,13,9,General,79.32,70.12,60.4,61.1,73.96,1
STU014649,CAR01138,Agronomist Specialist 1138,Life Sciences,Track 8,Cluster 28,16,12,Humanities,73.12,76.02,87.6,68.4,72.06,1
STU018114,CAR00783,Sports Coach Specialist 783,Research,Track 3,Cluster 3,15,9,General,67.25,73.92,29.8,87.9,60.17,0
STU027542,CAR00508,Environmental Scientist Specialist 508,Fashion,Track 8,Cluster 28,14,8,General,83.26,63.06,39.1,78.5,75.14,1
STU002348,CAR00299,Content Creator Specialist 299,Engineering,Track 9,Cluster 29,16,12,Science-PCM,79.41,67.34,83.1,94.4,75.95,1
STU010922,CAR01037,NETWORK ENGINEER SPECIALIST 1037,Aviation,Track 7,Cluster 17,15,10,General,66.14,81.24,54.4,95.2,72.55,1
STU014657,CAR00352,Energy Analyst Specialist 352,Technology,Track 2,Cluster 22,18,12,Humanities,70.29,77.81,93.1,80.2,77.79,1
STU002919,CAR00397,Data Scientist Specialist 397,Defence & Security,Track 7,Cluster 7,13,7,General,70.7,87.19,66.6,91.5,78.93,1
STU019617,CAR00771,Journalist Specialist 771,Law,Track 1,Cluster 21,16,12,Humanities,83.5,82.96,97.1,78.3,81.46,1
STU032494,CAR00288,Legal Advisor Specialist 288,Government & Public Service,Track 8,Cluster 18,13,7,General,65.68,68.94,83.9,82.0,67.87,0
STU031672,CAR00968,Architect Specialist 968,Hospitality & Tourism,Track 8,Cluster 8,14,9,General,85.94,70.02,63.9,90.9,79.56,1
STU009044,CAR01079,Teacher Specialist 1079,Skilled Trades,Track 9,Cluster 29,16,10,General,71.89,67.22,69.7,59.3,75.54,1
STU008872,CAR00244,Database Administrator Specialist 244,Technology,TRACK 4,Cluster 4,18,12,Science-PCB,78.22,70.5,80.7,94.7,76.27,1
STU009236,CAR00980,Agronomist Specialist 980,Manufacturing,Track 10,Cluster 20,14,8,General,82.12,74.16,84.4,79.1,80.05,1
STU004260,CAR00940,Travel Consultant Specialist 940,Fashion,Track 10,Cluster 10,14,8,General,69.99,75.81,51.2,77.5,70.15,1
STU013402,CAR00808,Biomedical Engineer Specialist 808,Logistics & Supply Chain,Track 8,Cluster 28,15,9,General,71.23,79.85,29.6,73.7,63.88,0
STU002535,CAR00991,Financial Analyst Specialist 991,Defence & Security,Track 1,Cluster 1,17,12,Commerce,66.15,72.61,61.9,80.8,67.37,0
STU032133,CAR00718,Database Administrator Specialist 718,Education,Track 8,Cluster 28,11,7,GENERAL,65.66,75.58,66.6,88.2,69.25,0
STU026176,CAR01117,Data Analyst Specialist 1117,Transportation,Track 7,Cluster 7,12,8,General,63.72,62.36,57.1,68.0,63.39,0
STU023073,CAR00440,Investment Analyst Specialist 440,Manufacturing,Track 10,Cluster 20,15,9,General,73.06,71.88,84.0,55.1,65.45,0
STU032429,CAR01115,Mobile App Developer Specialist 1115,Manufacturing,Track 5,Cluster 5,13,8,General,72.51,77.99,64.9,89.4,74.81,1
STU018356,CAR00632,Research Scientist Specialist 632,Aviation,Track 2,Cluster 2,11,7,General,65.56,66.84,45.0,78.8,67.77,0
STU016589,CAR01010,Content Creator Specialist 1010,Aviation,Track 10,Cluster 20,15,11,Science-PCB,78.97,69.2,96.3,61.6,76.34,1
STU028896,CAR00683,Legal Advisor Specialist 683,Manufacturing,Track 3,Cluster 23,15,9,General,81.28,73.98,76.3,55.5,78.65,1
STU021426,CAR00243,Cloud Engineer Specialist 243,Research,Track 3,Cluster 3,15,10,General,72.39,75.18,86.1,59.2,69.0,0
STU004252,CAR00173,Electrical Engineer Specialist 173,Aviation,Track 3,Cluster 23,12,7,General,79.53,84.37,37.0,90.9,75.05,1
STU000335,CAR00466,Travel Consultant Specialist 466,Architecture & Construction,Track 6,Cluster 16,13,7,General,78.03,75.12,65.7,77.3,73.25,1
