career_id,career_name,career_domain,career_subdomain,career_cluster,required_mathematical_ability,required_logical_reasoning,required_scientific_thinking,required_problem_solving,required_analytical_thinking,required_communication,required_creativity,required_digital_ability,required_spatial_ability,required_practical_ability,required_learning_ability,required_technology_interest,required_engineering_interest,required_healthcare_interest,required_business_interest,required_finance_interest,required_arts_interest,required_design_interest,required_research_interest,required_environment_interest,required_agriculture_interest,minimum_education_level
CAR00111,Agronomist Specialist 111,Healthcare,Track 1,Cluster 21,47.0,86.0,24.0,49.0,43.0,29.0,44.0,32.0,86.0,30.0,82.0,81.0,21.0,66.0,43.0,59.0,43.0,24.0,44.0,42.0,34.0,Diploma
CAR00112,Forestry Specialist Specialist 112,Life Sciences,Track 2,Cluster 22,67.0,86.0,40.0,50.0,18.0,68.0,89.0,23.0,76.0,35.0,94.0,73.0,27.0,32.0,56.0,58.0,49.0,,76.0,30.0,29.0,Secondary
CAR00113, Environmental Scientist Specialist 113 ,Agriculture,Track 3,Cluster 23,44.0,68.0,28.0,61.0,47.0,83.0,41.0,67.0,67.0,58.0,66.0,26.0,57.0,49.0,59.0,77.0,34.0,90.0,82.0,82.0,18.0,Professional Degree
CAR00114,Renewable Energy Engineer Specialist 114,Environment,Track 4,Cluster 24,40.0,48.0,,72.0,81.0,46.0,85.0,19.0,,16.0,76.0,70.0,76.0,43.0,36.0,44.0,45.0,23.0,77.0,17.0,70.0,Undergraduate
CAR00115,Energy Analyst Specialist 115,Architecture & Construction,Track 5,Cluster 25,74.0,87.0,85.0,43.0,21.0,58.0,92.0,61.0,21.0,51.0,49.0,65.0,43.0,32.0,27.0,18.0,73.0,54.0,94.0,81.0,91.0,Professional Degree
CAR00116,Automotive Engineer Specialist 116,Manufacturing,Track 6,Cluster 26,63.0,,34.0,71.0,57.0,75.0,68.0,37.0,52.0,57.0,58.0,73.0,95.0,37.0,43.0,56.0,94.0,67.0,35.0,39.0,43.0,Postgraduate
CAR00117,Aviation Engineer Specialist 117,Energy,Track 7,Cluster 27,,85.0,38.0,75.0,59.0,86.0,23.0,87.0,86.0,91.0,48.0,61.0,43.0,65.0,73.0,94.0,18.0,15.0,82.0,93.0,92.0,Professional Degree
CAR00118,Pilot Specialist 118,Transportation,Track 8,Cluster 28,43.0,66.0,19.0,24.0,24.0,26.0,53.0,71.0,75.0,82.0,22.0,58.0,80.0,72.0,49.0,36.0,23.0,84.0,72.0,73.0,71.0,Professional Degree
CAR00119,Marine Engineer Specialist 119,Aviation,Track 9,Cluster 29,23.0,24.0,77.0,82.0,47.0,69.0,28.0,69.0,72.0,80.0,18.0,47.0,29.0,73.0,67.0,53.0,37.0,43.0,21.0,24.0,52.0,Secondary
CAR00120,Oceanographer Specialist 120,Marine,Track 10,Cluster 30,82.0,43.0,74.0,20.0,32.0,51.0,88.0,15.0,36.0,75.0,89.0,85.0,90.0,15.0,44.0,50.0,20.0,,58.0,28.0,35.0,Undergraduate
CAR00121,Accountant Specialist 121,Business,Track 1,Cluster 1,77.0,56.0,58.0,40.0,34.0,18.0,93.0,34.0,38.0,39.0,69.0,37.0,73.0,37.0,71.0,74.0,89.0,32.0,79.0,27.0,25.0,Higher Secondary
CAR00122,Financial Analyst Specialist 122,Finance,Track 2,Cluster 2,94.0,74.0,24.0,44.0,77.0,45.0,43.0,78.0,47.0,92.0,64.0,63.0,54.0,19.0,53.0,50.0,40.0,,43.0,65.0,86.0,Postgraduate
CAR00123,Auditor Specialist 123,Law,Track 3,Cluster 3,63.0,34.0,75.0,36.0,90.0,20.0,52.0,22.0,77.0,76.0,55.0,72.0,46.0,91.0,79.0,23.0,18.0,16.0,31.0,86.0,45.0,Diploma
CAR00124,Investment Analyst Specialist 124,Education,Track 4,Cluster 4,73.0,28.0,24.0,,67.0,51.0,25.0,35.0,73.0,75.0,52.0,74.0,33.0,74.0,83.0,42.0,69.0,34.0,76.0,44.0,17.0,Diploma
CAR00125,Economist Specialist 125,Psychology & Social Services,Track 5,Cluster 5,56.0,89.0,60.0,23.0,84.0,78.0,75.0,52.0,40.0,21.0,24.0,58.0,84.0,38.0,33.0,59.0,49.0,84.0,83.0,37.0,66.0,Undergraduate
CAR00126,Entrepreneur Specialist 126,Government & Public Service,Track 6,Cluster 6,77.0,79.0,67.0,88.0,83.0,54.0,42.0,30.0,40.0,18.0,33.0,21.0,21.0,67.0,53.0,56.0,68.0,95.0,76.0,34.0,93.0,Higher Secondary
CAR00127,Marketing Specialist Specialist 127,Defence & Security,Track 7,Cluster 7,72.0,74.0,76.0,23.0,50.0,16.0,92.0,89.0,32.0,39.0,27.0,80.0,22.0,88.0,,53.0,19.0,72.0,28.0,28.0,89.0,Postgraduate
CAR00128,Human Resources Specialist Specialist 128,Media & Communication,Track 8,Cluster 8,45.0,56.0,45.0,38.0,50.0,86.0,50.0,68.0,37.0,20.0,41.0,90.0,71.0,92.0,50.0,18.0,88.0,,18.0,54.0,60.0,Professional Degree
CAR00129,Lawyer Specialist 129,Arts & Design,Track 9,Cluster 9,17.0,44.0,22.0,63.0,57.0,87.0,87.0,80.0,45.0,51.0,22.0,25.0,25.0,22.0,58.0,54.0,31.0,57.0,82.0,70.0,36.0,Diploma
CAR00130,Legal Advisor Specialist 130,Fashion,Track 10,Cluster 10,82.0,36.0,83.0,30.0,32.0,50.0,33.0,20.0,83.0,88.0,95.0,76.0,34.0,42.0,65.0,35.0,22.0,86.0,17.0,59.0,67.0,Postgraduate
CAR00131,Teacher Specialist 131,Hospitality & Tourism,Track 1,Cluster 11,30.0,80.0,66.0,58.0,81.0,,20.0,34.0,62.0,53.0,56.0,60.0,90.0,63.0,22.0,69.0,21.0,75.0,39.0,65.0,92.0,Undergraduate
CAR00132,Education Consultant Specialist 132,Sports,Track 2,Cluster 12,19.0,18.0,57.0,92.0,40.0,,68.0,95.0,93.0,31.0,61.0,51.0,84.0,50.0,45.0,54.0,36.0,85.0,31.0,24.0,80.0,Undergraduate
CAR00133,Psychologist Specialist 133,Logistics & Supply Chain,Track 3,Cluster 13,39.0,18.0,37.0,32.0,69.0,79.0,37.0,60.0,39.0,31.0,30.0,43.0,48.0,31.0,60.0,87.0,42.0,53.0,29.0,89.0,87.0,Professional Degree
CAR00134,Counsellor Specialist 134,Skilled Trades,Track 4,Cluster 14,58.0,36.0,47.0,84.0,53.0,39.0,68.0,18.0,85.0,21.0,60.0,75.0,36.0,20.0,19.0,86.0,50.0,75.0,42.0,38.0,38.0,Postgraduate
CAR00135,Social Worker Specialist 135,Research,Track 5,Cluster 15,40.0,83.0,79.0,19.0,64.0,17.0,64.0,75.0,22.0,32.0,52.0,48.0,46.0,55.0,32.0,42.0,23.0,69.0,42.0,51.0,50.0,Postgraduate
CAR00136,Civil Services Officer Specialist 136,Technology,Track 6,Cluster 16,76.0,92.0,52.0,92.0,64.0,55.0,18.0,16.0,58.0,25.0,42.0,40.0,79.0,80.0,18.0,95.0,91.0,71.0,54.0,40.0,85.0,Diploma
CAR00137,Policy Analyst Specialist 137,Engineering,Track 7,Cluster 17,25.0,34.0,87.0,35.0,20.0,55.0,81.0,18.0,46.0,44.0,21.0,89.0,25.0,31.0,26.0,76.0,48.0,53.0,79.0,76.0,41.0,Postgraduate
CAR00138,Defence Officer Specialist 138,Healthcare,Track 8,Cluster 18,65.0,29.0,93.0,45.0,42.0,16.0,44.0,80.0,61.0,23.0,73.0,64.0,90.0,32.0,43.0,51.0,50.0,48.0,29.0,79.0,53.0,Postgraduate
CAR00139,Journalist Specialist 139,Life Sciences,Track 9,Cluster 19,40.0,38.0,49.0,44.0,41.0,,83.0,16.0,88.0,31.0,23.0,46.0,85.0,77.0,53.0,,81.0,84.0,72.0,83.0,40.0,Professional Degree
CAR00140,Public Relations Specialist Specialist 140,Agriculture,Track 10,Cluster 20,40.0,67.0,36.0,43.0,37.0,19.0,57.0,72.0,93.0,92.0,42.0,62.0,15.0,84.0,43.0,20.0,84.0,63.0,65.0,58.0,25.0,Professional Degree
CAR00141,Content Creator Specialist 141,Environment,Track 1,Cluster 21,18.0,15.0,86.0,47.0,56.0,56.0,85.0,27.0,48.0,72.0,28.0,52.0,93.0,46.0,95.0,22.0,17.0,65.0,53.0,82.0,63.0,Secondary
CAR00142,Graphic Designer Specialist 142,Architecture & Construction,Track 2,Cluster 22,40.0,84.0,73.0,19.0,32.0,17.0,75.0,21.0,52.0,62.0,52.0,66.0,38.0,87.0,69.0,49.0,87.0,31.0,27.0,38.0,66.0,Diploma
CAR00143,UI UX Designer Specialist 143,Manufacturing,Track 3,Cluster 23,,49.0,26.0,31.0,17.0,24.0,86.0,56.0,52.0,71.0,93.0,36.0,29.0,33.0,32.0,64.0,78.0,20.0,48.0,92.0,73.0,Higher Secondary
CAR00144,Product Designer Specialist 144,Energy,Track 4,Cluster 24,64.0,80.0,62.0,25.0,69.0,,34.0,74.0,66.0,78.0,70.0,16.0,33.0,,42.0,64.0,54.0,20.0,53.0,49.0,92.0,Undergraduate
CAR00145,Fashion Designer Specialist 145,Transportation,Track 5,Cluster 25,25.0,95.0,28.0,35.0,34.0,91.0,24.0,50.0,40.0,55.0,34.0,19.0,93.0,28.0,94.0,64.0,53.0,81.0,35.0,95.0,55.0,Professional Degree
CAR00146,Illustrator Specialist 146,Aviation,Track 6,Cluster 26,87.0,75.0,17.0,46.0,49.0,39.0,92.0,82.0,77.0,85.0,82.0,69.0,60.0,29.0,30.0,71.0,95.0,91.0,48.0,71.0,34.0,Undergraduate
CAR00147,Animator Specialist 147,Marine,Track 7,Cluster 27,22.0,40.0,81.0,39.0,49.0,64.0,55.0,70.0,54.0,88.0,33.0,27.0,62.0,61.0,80.0,63.0,34.0,71.0,40.0,22.0,93.0,Secondary
CAR00148,Chef Specialist 148,Business,Track 8,Cluster 28,75.0,40.0,87.0,24.0,83.0,64.0,77.0,77.0,36.0,88.0,92.0,26.0,93.0,16.0,75.0,53.0,76.0,20.0,65.0,69.0,60.0,Higher Secondary
CAR00149,Hotel Manager Specialist 149,Finance,Track 9,Cluster 29,26.0,88.0,62.0,46.0,66.0,78.0,94.0,53.0,82.0,36.0,95.0,35.0,22.0,45.0,31.0,84.0,35.0,15.0,21.0,30.0,24.0,Diploma
CAR00150,Travel Consultant Specialist 150,Law,Track 10,Cluster 30,35.0,49.0,33.0,71.0,84.0,34.0,32.0,62.0,72.0,64.0,61.0,34.0,90.0,90.0,48.0,76.0,81.0,43.0,71.0,90.0,28.0,Undergraduate
CAR00151,Sports Coach Specialist 151,Education,Track 1,Cluster 1,89.0,32.0,61.0,28.0,44.0,49.0,62.0,37.0,49.0,89.0,35.0,57.0,16.0,73.0,52.0,63.0,47.0,75.0,73.0,44.0,23.0,Diploma
CAR00152,Sports Scientist Specialist 152,Psychology & Social Services,Track 2, Cluster 2 ,44.0,68.0,37.0,37.0,69.0,78.0,52.0,80.0,43.0,80.0,67.0,64.0,37.0,55.0,50.0,61.0,85.0,23.0,30.0,86.0,28.0,Secondary
CAR00153,Supply Chain Analyst Specialist 153,Government & Public Service,Track 3,Cluster 3,90.0,78.0,70.0,84.0,81.0,25.0,32.0,93.0,58.0,23.0,54.0,34.0,66.0,73.0,54.0,94.0,89.0,30.0,81.0,93.0,18.0,Diploma
CAR00154, Logistics Manager Specialist 154 ,Defence & Security,Track 4,Cluster 4,51.0,,88.0,15.0,94.0,57.0,33.0,58.0,50.0,15.0,76.0,29.0,48.0,76.0,34.0,15.0,32.0,61.0,87.0,86.0,69.0,Secondary
CAR00155,Electrician Specialist 155,Media & Communication,Track 5,Cluster 5,36.0,91.0,84.0,39.0,38.0,89.0,41.0,78.0,25.0,94.0,49.0,23.0,37.0,57.0,49.0,87.0,55.0,38.0,77.0,83.0,44.0,Higher Secondary
CAR00156,Welder Specialist 156,Arts & Design,Track 6,Cluster 6,28.0,90.0,53.0,71.0,41.0,87.0,77.0,31.0,95.0,33.0,57.0,77.0,49.0,88.0,80.0,89.0,72.0,55.0,62.0,44.0,17.0,Secondary
CAR00157,Technician Specialist 157,Fashion,Track 7,Cluster 7,74.0,64.0,33.0,62.0,19.0,30.0,83.0,87.0,47.0,92.0,67.0,70.0,49.0,58.0,47.0,80.0,39.0,86.0,49.0,42.0,26.0,Professional Degree
CAR00158,Research Scientist Specialist 158,Hospitality & Tourism,Track 8,Cluster 8,19.0,29.0,87.0,43.0,88.0,42.0,29.0,74.0,39.0,35.0,93.0,63.0,49.0,21.0,78.0,70.0,69.0,52.0,48.0,72.0,51.0,Secondary
CAR00159,Software Developer Specialist 159,Sports,Track 9,Cluster 9,46.0,52.0,84.0,54.0,73.0,91.0,50.0,89.0,34.0,91.0,95.0,,59.0,85.0,92.0,15.0,47.0,37.0,61.0,67.0,38.0,Higher Secondary
CAR00160,Data Scientist Specialist 160,Logistics & Supply Chain,Track 10,Cluster 10,27.0,42.0,95.0,32.0,50.0,18.0,29.0,27.0,87.0,84.0,39.0,46.0,20.0,22.0,24.0,35.0,53.0,65.0,63.0,47.0,50.0,Diploma
CAR00161,AI Engineer Specialist 161,Skilled Trades,Track 1,Cluster 11,71.0,66.0,59.0,15.0,65.0,39.0,66.0,21.0,52.0,23.0,61.0,73.0,81.0,71.0,50.0,45.0,24.0,66.0,,39.0,91.0,Postgraduate
CAR00162,Machine Learning Engineer Specialist 162,Research,Track 2,Cluster 12,71.0,90.0,17.0,91.0,58.0,53.0,49.0,81.0,23.0,89.0,91.0,23.0,47.0,86.0,74.0,94.0,70.0,79.0,40.0,50.0,32.0,Secondary
CAR00163,Cybersecurity Analyst Specialist 163,Technology,Track 3,Cluster 13,20.0,51.0,27.0,34.0,69.0,34.0,31.0,23.0,71.0,33.0,73.0,79.0,70.0,72.0,85.0,33.0,46.0,58.0,48.0,88.0,69.0,Undergraduate
CAR00164,Cloud Engineer Specialist 164,Engineering,Track 4,Cluster 14,25.0,74.0,78.0,,26.0,58.0,78.0,39.0,17.0,50.0,36.0,18.0,62.0,85.0,65.0,77.0,53.0,40.0,33.0,82.0,79.0,Secondary
CAR00165,Database Administrator Specialist 165,Healthcare,Track 5,Cluster 15,55.0,87.0,93.0,20.0,67.0,72.0,93.0,67.0,15.0,52.0,90.0,58.0,84.0,41.0,27.0,68.0,85.0,94.0,91.0,88.0,23.0,Secondary
CAR00166,Web Developer Specialist 166,Life Sciences,Track 6,Cluster 16,19.0,52.0,71.0,48.0,37.0,37.0,39.0,45.0,82.0,30.0,22.0,91.0,56.0,24.0,74.0,64.0,16.0,58.0,18.0,47.0,95.0,Undergraduate
CAR00167,Mobile App Developer Specialist 167,Agriculture, Track 7 ,Cluster 17,56.0,62.0,74.0,28.0,87.0,46.0,88.0,90.0,55.0,44.0,68.0,30.0,26.0,63.0,92.0,86.0,62.0,79.0,63.0,53.0,95.0,Postgraduate
CAR00168,Network Engineer Specialist 168,Environment,Track 8,Cluster 18,43.0,28.0,83.0,61.0,42.0,,86.0,48.0,62.0,28.0,47.0,60.0,26.0,73.0,16.0,34.0,23.0,78.0,88.0,71.0,79.0,Undergraduate
CAR00169,Data Analyst Specialist 169,Architecture & Construction, Track 9 ,Cluster 19,84.0,49.0,,82.0,75.0,78.0,22.0,80.0,58.0,40.0,73.0,27.0,81.0,43.0,30.0,27.0,15.0,47.0,73.0,29.0,75.0,Professional Degree
CAR00170,Business Analyst Specialist 170,Manufacturing,Track 10,Cluster 20,79.0,20.0,89.0,19.0,91.0,93.0,,35.0,51.0,20.0,85.0,90.0,70.0,40.0,56.0,43.0,16.0,72.0,16.0,90.0,57.0,Postgraduate
CAR00171,Civil Engineer Specialist 171,Energy,Track 1,Cluster 21,89.0,89.0,29.0,21.0,34.0,33.0,81.0,64.0,50.0,73.0,49.0,53.0,54.0,17.0,31.0,26.0,21.0,39.0,78.0,86.0,30.0,Postgraduate
CAR00172,Mechanical Engineer Specialist 172,Transportation,Track 2,Cluster 22,95.0,87.0,24.0,77.0,64.0,81.0,92.0,37.0,86.0,30.0,89.0,31.0,52.0,18.0,21.0,35.0,72.0,47.0,81.0,50.0,92.0,Diploma
CAR00173,Electrical Engineer Specialist 173,Aviation,Track 3,Cluster 23,84.0,61.0,27.0,51.0,48.0,,86.0,81.0,49.0,93.0,93.0,35.0,38.0,47.0,87.0,86.0,90.0,29.0,90.0,41.0,93.0,Diploma
CAR00174,Electronics Engineer Specialist 174,Marine,Track 4,Cluster 24,61.0,63.0,76.0,31.0,81.0,33.0,55.0,78.0,60.0,45.0,64.0,93.0,87.0,81.0,86.0,72.0,95.0,29.0,86.0,79.0,22.0,Diploma
CAR00175,Chemical Engineer Specialist 175,Business,Track 5,Cluster 25,62.0,16.0,82.0,58.0,82.0,88.0,17.0,36.0,90.0,46.0,35.0,19.0,59.0,52.0,44.0,53.0,15.0,27.0,54.0,33.0,54.0,Diploma
CAR00176,Biomedical Engineer Specialist 176,Finance,Track 6,Cluster 26,81.0,90.0,68.0,75.0,46.0,28.0,68.0,65.0,20.0,43.0,29.0,17.0,68.0,19.0,59.0,33.0,55.0,64.0,63.0,36.0,94.0,Diploma
CAR00177,Environmental Engineer Specialist 177,Law,Track 7,Cluster 27,24.0,27.0,90.0,41.0,83.0,20.0,34.0,74.0,66.0,42.0,17.0,36.0,86.0,69.0,,26.0,21.0,27.0,94.0,59.0,39.0,Secondary
CAR00178,Architect Specialist 178,Education ,Track 8,Cluster 28,65.0,41.0,45.0,47.0,94.0,66.0,33.0,59.0,65.0,31.0,27.0,65.0,52.0,95.0,23.0,17.0,93.0,41.0,17.0,67.0,33.0,Postgraduate
CAR00179,Urban Planner Specialist 179,Psychology & Social Services,Track 9,Cluster 29,57.0,41.0,59.0,60.0,65.0,73.0,29.0,81.0,15.0,69.0,21.0,42.0,67.0,59.0,64.0,36.0,38.0,83.0,62.0,72.0,83.0,Higher Secondary
CAR00180,Doctor Specialist 180,Government & Public Service,Track 10,Cluster 30,94.0,29.0,81.0,95.0,37.0,16.0,56.0,53.0,61.0,20.0,56.0,53.0,58.0,49.0,81.0,51.0,93.0,37.0,48.0,76.0,56.0,Higher Secondary
CAR00181,Nurse Specialist 181,Defence & Security,Track 1,Cluster 1,60.0,88.0,90.0,44.0,46.0,47.0,80.0,60.0,56.0,40.0,90.0,18.0,29.0,63.0,67.0,18.0,93.0,91.0,85.0,28.0,77.0,Undergraduate
CAR00182,Physiotherapist Specialist 182,Media & Communication,Track 2,Cluster 2,39.0,58.0,44.0,41.0,65.0,83.0,39.0,77.0,76.0,68.0,85.0,37.0,39.0,43.0,53.0,59.0,33.0,34.0,57.0,24.0,62.0,Secondary
CAR00183,Pharmacist Specialist 183,Arts & Design,Track 3,Cluster 3,93.0,74.0,84.0,75.0,86.0,47.0,29.0,,63.0,62.0,91.0,55.0,48.0,17.0,86.0,29.0,34.0,85.0,66.0,70.0,40.0,Higher Secondary
CAR00184,Dentist Specialist 184,Fashion,Track 4,Cluster 4,51.0,29.0,93.0,94.0,72.0,31.0,84.0,51.0,59.0,92.0,35.0,22.0,86.0,94.0,53.0,,39.0,65.0,26.0,51.0,62.0,Undergraduate
CAR00185,Medical Laboratory Scientist Specialist 185, Hospitality & Tourism ,Track 5,Cluster 5,74.0,67.0,43.0,76.0,62.0,17.0,35.0,28.0,78.0,24.0,49.0,27.0,33.0,57.0,73.0,34.0,24.0,42.0,35.0,73.0,74.0,Diploma
CAR00186,Microbiologist Specialist 186,Sports,Track 6,Cluster 6,79.0,85.0,83.0,46.0,40.0,78.0,24.0,54.0,53.0,32.0,54.0,30.0,32.0,38.0,49.0,34.0,58.0,19.0,46.0,34.0,69.0,Secondary
CAR00187,Biotechnologist Specialist 187,Logistics & Supply Chain,Track 7,Cluster 7,66.0,78.0,57.0,92.0,95.0,27.0,79.0,93.0,16.0,23.0,16.0,82.0,94.0,17.0,48.0,67.0,57.0,64.0,60.0,76.0,36.0,Secondary
CAR00188,Geneticist Specialist 188,Skilled Trades,Track 8 ,Cluster 8,59.0,75.0,72.0,84.0,91.0,61.0,72.0,41.0,32.0,17.0,78.0,37.0,89.0,44.0,37.0,93.0,31.0,88.0,30.0,19.0,75.0,Secondary
CAR00189,Agricultural Scientist Specialist 189,Research,Track 9,Cluster 9,68.0,23.0,41.0,94.0,61.0,32.0,60.0,26.0,38.0,20.0,15.0,60.0,41.0,73.0,92.0,28.0,17.0,41.0,70.0,56.0,61.0,Postgraduate
CAR00190,Agronomist Specialist 190,Technology,Track 10,Cluster 10,38.0,48.0,37.0,92.0,85.0,48.0,21.0,39.0,89.0,80.0,22.0,69.0,33.0,93.0,30.0,42.0,65.0,84.0,20.0,52.0,68.0,Diploma
CAR00191,Forestry Specialist Specialist 191,Engineering,Track 1,Cluster 11,20.0,89.0,83.0,41.0,71.0,31.0,20.0,35.0,71.0,17.0,73.0,77.0,60.0,73.0,87.0,76.0,57.0,39.0,62.0,30.0,39.0,Undergraduate
CAR00192,Environmental Scientist Specialist 192,Healthcare,Track 2,Cluster 12,24.0,89.0,33.0,84.0,66.0,85.0,36.0,55.0,45.0,80.0,94.0,33.0,88.0,76.0,75.0,47.0,80.0,32.0,41.0,80.0,27.0,Undergraduate
CAR00193,Renewable Energy Engineer Specialist 193,Life Sciences,Track 3,Cluster 13,74.0,27.0,50.0,56.0,77.0,56.0,30.0,38.0,70.0,65.0,57.0,31.0,91.0,65.0,55.0,36.0,67.0,28.0,31.0,62.0,91.0,Secondary
CAR00194,Energy Analyst Specialist 194,Agriculture,Track 4,Cluster 14,93.0,78.0,83.0,72.0,,30.0,86.0,45.0,58.0,89.0,69.0,22.0,58.0,52.0,81.0,66.0,44.0,19.0,30.0,86.0,89.0,Higher Secondary
CAR00195,Automotive Engineer Specialist 195,Environment,Track 5,Cluster 15,40.0,56.0,87.0,17.0,19.0,25.0,27.0,86.0,29.0,57.0,43.0,48.0,20.0,76.0,37.0,60.0,92.0,73.0,23.0,88.0,25.0,Postgraduate
CAR00196,Aviation Engineer Specialist 196,Architecture & Construction,Track 6,Cluster 16,92.0,33.0,68.0,70.0,36.0,15.0,19.0,43.0,82.0,17.0,78.0,15.0,86.0,65.0,23.0,78.0,91.0,20.0,23.0,87.0,41.0,Postgraduate
CAR00197,Pilot Specialist 197,Manufacturing,Track 7,Cluster 17,89.0,47.0,44.0,77.0,33.0,40.0,59.0,,23.0,83.0,72.0,75.0,72.0,29.0,44.0,25.0,15.0,15.0,38.0,56.0,54.0,Professional Degree
CAR00198,Marine Engineer Specialist 198,Energy,Track 8,Cluster 18,84.0,30.0,67.0,95.0,42.0,29.0,56.0,25.0,33.0,77.0,50.0,87.0,92.0,24.0,20.0,58.0,57.0,94.0,16.0,61.0,20.0,Secondary
CAR00199,Oceanographer Specialist 199,Transportation,Track 9,Cluster 19,91.0,28.0,63.0,89.0,19.0,88.0,37.0,66.0,80.0,17.0,27.0,73.0,,56.0,65.0,51.0,26.0,94.0,15.0,90.0,30.0,Higher Secondary
CAR00200,Accountant Specialist 200,Aviation,Track 10,Cluster 20,41.0,86.0,17.0,57.0,15.0,17.0,66.0,38.0,75.0,17.0,91.0,26.0,29.0,57.0,69.0,52.0,79.0,63.0,39.0,70.0,20.0,Professional Degree
CAR00201,Financial Analyst Specialist 201,Marine,Track 1,Cluster 21,79.0,36.0,87.0,46.0,21.0,27.0,27.0,74.0,29.0,28.0,61.0,19.0,58.0,21.0,59.0,35.0,67.0,57.0,39.0,35.0,34.0,Professional Degree
CAR00202,Auditor Specialist 202,Business,Track 2,Cluster 22,73.0,46.0,15.0,32.0,28.0,22.0,27.0,32.0,58.0,29.0,63.0,68.0,19.0,94.0,26.0,52.0,51.0,58.0,84.0,34.0,85.0,Undergraduate
CAR00203,Investment Analyst Specialist 203,Finance,Track 3,Cluster 23,20.0,43.0,29.0,20.0,76.0,32.0,46.0,61.0,16.0,64.0,58.0,37.0,57.0,47.0,80.0,19.0,56.0,83.0,69.0,62.0,83.0,Undergraduate
CAR00204,Economist Specialist 204,Law,Track 4,Cluster 24,17.0,88.0,41.0,16.0,22.0,30.0,22.0,62.0,82.0,79.0,74.0,61.0,40.0,47.0,54.0,22.0,28.0,85.0,15.0,34.0,66.0,Professional Degree
CAR00205,Entrepreneur Specialist 205,Education,Track 5,Cluster 25,24.0,22.0,37.0,,47.0,50.0,91.0,16.0,84.0,78.0,68.0,22.0,50.0,42.0,52.0,70.0,20.0,78.0,80.0,94.0,36.0,Postgraduate
CAR00206,Marketing Specialist Specialist 206,Psychology & Social Services,Track 6,Cluster 26,78.0,67.0,67.0,34.0,65.0,61.0,88.0,82.0,47.0,33.0,74.0,78.0,40.0,75.0,52.0,20.0,28.0,68.0,80.0,25.0,20.0,Diploma
CAR00207,Human Resources Specialist Specialist 207,Government & Public Service,Track 7,Cluster 27,82.0,46.0,76.0,56.0,36.0,55.0,35.0,94.0,61.0,76.0,62.0,47.0,51.0,46.0,59.0,80.0,70.0,17.0,18.0,94.0,72.0,Higher Secondary
CAR00208,Lawyer Specialist 208,Defence & Security,Track 8,Cluster 28,42.0,93.0,31.0,27.0,94.0,57.0,70.0,46.0,65.0,38.0,53.0,20.0,56.0,86.0,68.0,21.0,73.0,60.0,20.0,42.0,40.0,Professional Degree
CAR00209,Legal Advisor Specialist 209,Media & Communication,Track 9,Cluster 29,92.0,43.0,46.0,64.0,65.0,92.0,67.0,57.0,66.0,58.0,86.0,38.0,52.0,32.0,49.0,35.0,30.0,18.0,41.0,44.0,85.0,Secondary
CAR00210,Teacher Specialist 210,Arts & Design,Track 10,Cluster 30,68.0,55.0,71.0,,75.0,78.0,39.0,34.0,18.0,53.0,83.0,69.0,74.0,42.0,75.0,61.0,60.0,43.0,28.0,63.0,70.0,Undergraduate
CAR00211,Education Consultant Specialist 211,Fashion,Track 1,Cluster 1,79.0,15.0,30.0,71.0,84.0,65.0,73.0,57.0,73.0,70.0,78.0,68.0,84.0,82.0,21.0,,67.0,26.0,83.0,64.0,80.0,Higher Secondary
CAR00212,Psychologist Specialist 212,Hospitality & Tourism,Track 2,Cluster 2,34.0,30.0,80.0,78.0,48.0,83.0,45.0,17.0,52.0,21.0,70.0,32.0,90.0,32.0,16.0,85.0,84.0,90.0,95.0,81.0,95.0,Diploma
CAR00213,Counsellor Specialist 213,Sports,Track 3,Cluster 3,92.0,51.0,62.0,75.0,40.0,70.0,61.0,79.0,70.0,67.0,27.0,88.0,33.0,33.0,87.0,91.0,79.0,70.0,68.0,91.0,64.0,Higher Secondary
CAR00214,Social Worker Specialist 214,Logistics & Supply Chain,Track 4,Cluster 4,39.0,65.0,24.0,56.0,16.0,64.0,21.0,36.0,17.0,38.0,62.0,23.0,19.0,46.0,42.0,89.0,16.0,53.0,42.0,62.0,16.0,Higher Secondary
CAR00215,Civil Services Officer Specialist 215,Skilled Trades,Track 5,Cluster 5,80.0,91.0,21.0,83.0,76.0,56.0,24.0,50.0,89.0,34.0,46.0,67.0,69.0,94.0,16.0,39.0,65.0,25.0,62.0,76.0,38.0,Higher Secondary
CAR00216,Policy Analyst Specialist 216,Research,Track 6,Cluster 6,51.0,22.0,32.0,54.0,45.0,19.0,18.0,78.0,63.0,73.0,58.0,75.0,35.0,58.0,54.0,72.0,32.0,82.0,56.0,65.0,43.0,Professional Degree
CAR00217,Defence Officer Specialist 217,Technology,Track 7,Cluster 7,29.0,40.0,86.0,81.0,19.0,21.0,83.0,45.0,41.0,34.0,39.0,80.0,25.0,43.0,30.0,25.0,37.0,77.0,85.0,39.0,86.0,Diploma
CAR00218,Journalist Specialist 218,Engineering,Track 8,Cluster 8,80.0,52.0,68.0,15.0,65.0,85.0,54.0,48.0,23.0,28.0,20.0,55.0,,49.0,67.0,71.0,37.0,69.0,94.0,84.0,86.0,Undergraduate
